snid,Discovery Mag,Redshift,Filter ,Following?,TNS class,Got Template?,CCD,RA,DEC,Comment,DEVENY COMMENT,WiFeS Spectrum of transient,Following up with time-series spectroscopy,WiFeS Host Spectrum (after SN has faded from view),Classification Comment,Get With DeVenny,Host Name ,Host Redshift,Separation [arcmin] ,Host Mag,Host Mag Filter,Host Name 2,Host Redshift 2,Separation 2 [arcmin],Host Mag 2,Host Mag Filter 2,Host Name 3,Host Redshift 3,Separation 3 [arcmin],Host Mag 3,Host Mag Filter 3,Days since first obs,Days since Discovery,Discovery Source,Mat Comment,YSE Field,MWEBV,Galaxy Type,discovery date,first obs date,Class Group,Comment.1,set date,estimated peak,Days since Peak,link
2023bee,17.2621,0.006698,Clear-,FINISHED,spec ia,NO,39,134.0484458,-3.3255556,-9 days on feb 4,,,,,,,NGC 2708:[PWL2002] STR,0.006671,1.566,-,-,,,,,,,,,,,99.0,536,DLT40,,,0.0139,Spiral,2023-02-01 17:59:55,2023-02-04,LiONS	,,,,,
2023bpg,16.565,0.014023,orange-ATLAS,FINISHED,spec ia,NO,40,193.270325,-15.3420778,interesting. elliptical. 17th mag on Feb 13,,,,,,,2MASX J12530486-1520328,0.014023,0.01,16,V,,,,,,,,,,,99.0,526,ATLAS,,,0.0462,Elliptical,2023-02-12 8:29:21,2023-02-13,None	,,,,,
2023clz,18.767,0.057176,cyan-ATLAS,FINISHED,spec ia,NO,,155.0690833,-6.9030861,-1 days on feb 28,,,,,,,LCRS B101745.7-063908,0.057176,0.138,16.89,-,,,,,,,,,,,99.0,515,ATLAS,,,0.0361,Elliptical?,2023-02-23 3:09:22,,ePESSTO+	,,,,,
2023cvn,18.278,0.027275,orange-ATLAS,FINISHED,spec ia,NO,,79.1527583,6.4426611,rising!,,Removed from queue (confimed Ia),,,,,UGC 03274 NED05,0.027275,0.199,15,-,UGC 03274 NED01,0.025821,0.307,16,-,UGC 03274 NED03,0.029093,0.343,14,-,99.0,502,ATLAS,,,,Elliptical?,2023-03-08 2:00:58,,No data,,,,,
2023day,17.9331,0.035568,g-ZTF,FINISHED,spec ia,NO,11,213.4026583,-5.7303972,-5 days on march 18,,,,,,,2MFGC 11544,0.035568,0.045,16.7,b,,,,,,,,,,,99.0,497,ZTF,,,,Elliptical,2023-03-13 10:33:39,2023-03-18,ZTF,,,,,
2023dof,18.376,0.017009,cyan-ATLAS,FINISHED,spec ia,NO,34,82.5604792,-8.764225,-7 days on march 21,,,,,,,MCG -01-14-012,0.017009,0.032,14.8,b,,,,,,,,,,,99.0,492,ATLAS,,,,Spiral ,2023-03-17 17:58:26,2023-03-21,SCAT	,,,,,
2023dut,18.919,0.054478,orange-ATLAS,FINISHED,spec ia,NO,10,144.6468417,-8.8025222,-2 days on march 30,,,,,,,WISEA J093834.78-084758.7,0.054478,0.198,15.2,R,,,,,,,,,,,99.0,489,ATLAS,,,,Elliptical ,2023-03-21 8:33:44,2023-03-30,ZTF,,,,,
2023env,18.419,0.05,orange-ATLAS,FINISHED,spec ia,NO,48,286.5606583,-25.0827972,-3 days on april 7,,,,,,YES,CGMW 4-5101,-,0.034,-,-,,,,,,,,,,,99.0,476,ATLAS,,,,?,2023-04-03 7:59:55,2023-04-07,TCD,,,,,
2023gfs,19.67,0.047029,g-ZTF,FINISHED,spec ia,NO,17,194.5951417,-12.5798028,-7 days on april 20,,SN Ia at z=0.0472 a week before max,,,,,LCRS B125545.2-121826,0.047029,0.169,15.64,-,,,,,,,,,,,99.0,"9,999",ZTF,,,,Elliptical,,,,,,,,
2023gqi,18.755,0.035631,cyan-ATLAS,FINISHED,spec ia,NO,19,322.4169,-21.1921278,,,SN Ia at z=0.036. Redshift from SN,,,,,,,,,,,,,,,,,,,,99.0,455,ATLAS,,,,Elliptical? ,2023-04-24 8:48:38,2023-04-26,SCAT,,,,,
2023hka,19.45,0.021538,r-ZTF,FINISHED,spec ia,NO,55,212.7431,-27.061675,-3 days on may 9,,,,,,,,,,,,,,,,,,,,,,99.0,450,ZTF,,,,Elliptical,2023-04-29 9:04:19,2023-05-09,SCAT,,,,,
2023iol,20.4144,0.07202,r-ZTF,FINISHED,spec ia,NO,5,150.7825667,-4.3335583,-5 days on may 20,,"SN Ia at z=0.07246, at - 5 days",,,,,WISEA J100307.42-042005.6,0.07202,0.12,15.62,-,,,,,,,,,,,99.0,436,ZTF,,,,Spiral,2023-05-13 4:28:23,2023-05-20,DEbass,,,,,
2023iwu,19.379,0.075953,cyan-ATLAS,FINISHED,spec ia,NO,62,154.610375,-6.8445222,-8 days on may 20,,"SN Ia at z =0.07642, at -8 days",,,,,LCRS B101559.6-063543,0.075953,0.786,17.08,-,,,,,,,,,,,99.0,430,ATLAS,,,,Spiral?,2023-05-18 18:06:28,2023-05-20,DEbass,,,,,
2023kml,18.518,0.059157,cyan-ATLAS,FINISHED,spec ia,NO,17,248.8713208,5.9625528,peak probably on jun 18,,SN Ia at z-0.05556 a few days before max,,,,,WISEA J163529.35+055743.8,0.059157,0.068,-,-,WISEA J163525.53+055907.3,0.049838,1.603,-,-,,,,,,99.0,405,ATLAS,,,,Elliptical,2023-06-13 3:53:42,2023-06-13,DEbass,,,,,
2023mde,19.4068,0.026,r-ZTF,FINISHED,spec ia,NO,,257.8551417,13.5691694,-7 days on jul 3.,,,,,,YES,WISEA J171125.43+133404.4,-,0.097,-,-,,,,,,,,,,,99.0,389,ZTF,,,,Spiral,2023-06-29 10:22:59,,ZTF,,,,,
2023mha,18.103,0.037489,orange-ATLAS,FINISHED,spec ia,NO,14,33.8381875,-24.6036,-8 days on jul 3. 17th mag,,"SN Ia at z = 0.03749, 4 days after max",,,,,WISEA J021520.77-243600.6,0.037489,0.219,14.39,-,,,,,,,,,,,99.0,387,ATLAS,,,,Spiral,2023-07-01 2:44:25,2023-07-03,DEbass,,,,,
2023mkt,18.1665,0.007402,r-ZTF,FINISHED,spec ia,NO,18,229.56145,-24.0868194,dont know if rising but exciting. july 7th at 18th mag but will peak at 15th,,SN Ia at z=0.007. Redshift from SN,,,,,WISEA J151813.31-240458.5,0.007402,0.422,15.4,R,NGC 5898,0.007078,0.721,12.49,-,,,,,,99.0,381,ZTF,,,,Elliptical,2023-07-07 4:33:48,2023-07-07,,,,,,
2023mmb,17.814,0.040992,orange-ATLAS,FINISHED,spec ia,NO,51,48.0799667,-24.6143306,elliptical,,SN Ia at z=0.0408 at Max,,,,,ESO 481- G 009,0.040992,0.419,14.76,-,,,,,,,,,,,99.0,380,ATLAS,,,,Elliptical,2023-07-08 9:35:53,2023-07-08,DEbass,,,,,
2023mkg,18.079,0.05,orange-ATLAS,FINISHED,spec ia,NO,38,30.4297,-21.7731694,-3 day on july 13,,"SN Ia 11 days after max, z = 0.0446 from host",,,,,,,,,,,,,,,,,,,,99.0,"9,999",,,,,,,,,,,,,
2023mnw,20.15,0.06,r-ZTF,FINISHED,spec ia,NO,47,239.4434458,-13.96195,peaks at 19th on july 20,,"SN Ia at z=0.0844, ~5 days after max",,,,YES,not avaliable ,,,,,,,,,,,,,,,99.0,381,ZTF,,,,Elliptical?,2023-07-07 4:32:10,2023-07-13,DEbass	,,,,,
2023mvl,19.8159,0.047913,g-ZTF,FINISHED,spec ia,NO,6,295.4185875,-21.2626806,peaks at 19th on july 20,,SN Ia a week before max at z=0.04827,,,,,ESO 594- G 012,0.047913,0.087,16.2,b,,,,,,,,,,,99.0,378,ZTF,,,,Spiral,2023-07-10 7:36:13,2023-07-13,DEbass,,,,,
2023ndf,16.307,0.018153,orange-ATLAS,FINISHED,spec ia,NO,25,22.8122542,-17.7038333,-2 days on jul 19,,,,,,,ESO 542- G 022,0.018153,0.363,15.5,-,,,,,,,,,,,99.0,374,ATLAS,,,,Spiral?,2023-07-14 7:39:03,2023-07-19,SCAT,,,,,
2023nkq,19.75,0.078719,w-P1,FINISHED,spec ia,NO,52,306.2197125,-4.4533528,-6 days on jul 19,,"SN Ia 2 days before max, z = 0.08059 from host",,,,,WISEA J202452.11-042714.6,0.078719,0.154,-,-,,,,,,,,,,,99.0,372,Pan-STARRS,,,,Elliptical,2023-07-16 10:23:39,2023-07-22,DEbass,,,,,
2023mzb,19.59,0.035038,w-P1,FINISHED,spec ia,NO,3,300.3587,-25.2059361,-1 days on jul 22,,,,,,,WISEA J200126.43-251223.8,0.035038,0.089,17.3,b,,,,,,,,,,,99.0,376,,,,,Elliptical,2023-07-12 11:09:08,2023-07-22,SCAT,,,,,
2023nls,19.32,0.059191,g-ZTF,FINISHED,spec ia,NO,19,332.8152083,-23.0363556,peak on july 28,,,,,,,WISEA J221115.59-230213.0,0.059191,0.037,16.86,-,,,,,,,,,,,99.0,373,ZTF,,,,Elliptical,2023-07-15 9:33:07,2023-07-25,SCAT,,,,,
2023nlk,19.975,0.03,g-ZTF,FINISHED,spec ia,NO,49,260.2220667,22.2097806,peak on aug 2,,,,,,YES,-,-,-,-,-,,,,,,,,,,,99.0,370,ZTF,,,,Elliptical,2023-07-18 6:12:26,2023-07-28,Global SN Project,,,,,
2023ocj,20.1,0.055526,r-ZTF,FINISHED,spec ia,NO,22,221.7108,-13.5021889,peak on aug 6,,SN Ia z=0.0558 from host,,,,,WISEA J144650.68+002806.9,0.055526,0.025,17.6,g,SDSS J144649.14+002821.8,0.0286,0.441,20.7,b,,,,,,99.0,366,ZTF,,,,Elliptical,2023-07-22 6:00:00,2023-07-28,DEbass,,,,,
2023nup,20.0359,0.047,g-ZTF,FINISHED,spec ia,NO,30,310.2537708,-22.5805083,peak on aug 4,,"SN Ia 3 days before max, z = 0.047 (fitted through superfit)",,,,YES,-,,,,,,,,,,,,,,,99.0,365,ZTF,,,,Elliptical,2023-07-23 7:31:11,2023-07-28,ZTF,,,,,
2023oho,17.22,0.012232,orange-ATLAS,FINISHED,spec ia,NO,5,37.5194583,-10.4512,peak on aug 8,,"SN Ia 10 days before max, z = 0.011 (fitted through superfit)",,,,,KUG 0227-106,0.012232,0.667,14.5,-,,,,,,,,,,,99.0,360,ATLAS,,,,Spiral,2023-07-28 8:31:29,2023-08-02,DEbass,,,,,
2023ono,17.848,0.028897,orange-ATLAS,FINISHED,spec ia,NO,56,43.6076417,-22.5026833,17thmag Might be nuclear,,SN Ia a few days before Max. z=0.0287 (from host),,,,,ESO 480- G 011,0.028897,0.054,15.96,-,,,,,,,,,,,99.0,353,ATLAS,,,,Elliptical,2023-08-04 8:07:28,2023-08-06,DEbass,,,,,
2023opn,19.73,0.05,r-ZTF,YES,spec ia,NO,20,311.3806375,13.0090333,19thmag. antares. peak on aug 14,,Classified as a SN Ia in TNS - removed from queue,,,,YES,Not avaliable ,,,,,,,,,,,,,,,99.0,353,ZTF,,,,Elliptical,2023-08-04 6:44:38,2023-08-12,ZTF,,,,,
2023pru,17.9875,0.043415,g-ZTF,FINISHED,spec ia,NO,26,9.8497625,-17.912475,peak on aug 23 at 18th,,"SN Ia at Max (Aug 26 2023), at z=0.0573 (from host)",,,,,WISEA J003923.69-175443.4,0.043415,0.06,15.82,-,,,,,,,,,,,99.0,340,ZTF,,,,Elliptical ,2023-08-17 11:04:03,2023-08-21,SCAT,,,,,
2023qfq,19.352,0.040488,cyan-ATLAS,FINISHED,spec ia,NO,7,308.2658083,-27.2102917,will peak on sep 2 at 17th,,"SN Ia 9 days before max (Aug 25 2023), at z = 0.0414 (from host)",Yes,,,,WISEA J203304.08-271224.3,0.040488,0.225,15.2,R,,,,,,,,,,,99.0,335,ATLAS,,,,Elliptical ,2023-08-22 3:53:34,2023-08-24,SCAT,,,,,
2023snn,18.19,0.04401,g-ZTF,YES,spec ia,NO,62,332.01515,-16.5411139,peak on sep 23 at 17th mag. YSE is getting it,,SN Ia at max (Sep 21) z=0.0441 (from host),,,,,WISEA J220803.59-163229.0,0.04401,0.02,14.79,-,,,,,,,,,,,99.0,313,ZTF,,,,Elliptical,2023-09-13 6:05:46,2023-09-20,SCAT,,,,,
2023teu,19.92,0.04313,w-P1,FINISHED,spec ia,NO,60,67.2368667,-1.8513944,peak sep 27,,SN Ia 1 day before max (Sep 26) z=0.05 (fitted with superfit),,,,,II Zw 011 NOTES01,0.04313,0.642,15.2,b,II Zw 011 NOTES02,0.042306,0.764,17.2,-,WISEA J042855.01-015202.4,0.098135,1.064,16.6,E,99.0,306,Pan-STARRS,,,,Elliptical?,2023-09-19 14:17:07,2023-09-23,DEbass,,,,,
2023suh,20.42,0.07,w-P1,FINISHED,spec ia,NO,11,54.7853218,-9.5451236,peak sep 27,,SN Ia at Max (Sep 27) 0.07 (from SN),,,,YES,GALEXASC J033908.53-093246.8,-,0.047,20.48,-,,,,,,,,,,,99.0,310,Pan-STARRS,,,,Elliptical?,2023-09-15 14:10:02,2023-09-23,DEbass,,,,,
2023tml,18.694,0.052756,orange-ATLAS,FINISHED,spec ia,NO,17,356.3176083,-26.0537056,-6 days on sep 26,,SN Ia at (Oct 02) at z=0.0536 Heavy host contamination,,,,,WISEA J234516.31-260310.4,0.052756,0.022,16.75,-,WISEA J234517.50-260255.9,0.0529,0.403,17.96,-,WISEA J234515.69-260240.1,0.054717,0.566,16.96,-,99.0,302,ATLAS,,,,Spiral,2023-09-24 2:26:13,2023-09-26,SCAT,,,,,
2023tnb,19.4344,0.062563,g-ZTF,FINISHED,spec ia,NO,19,18.2154125,-23.8214528,peak on oct 6,,"SN Ia 1 day before max (Oct 5), z = 0.064 (fitted with superfit)",,,,YES,*6dF J0112521-234910,-,0.12,15.4,-,,,,,,,,,,,99.0,302,ZTF,,,,Spiral,2023-09-24 9:02:58,2023-10-03,ePESSTO+	,,,,,
2023uda,17.7306,0.01489,g-ZTF,YES,spec ia,NO,7,306.6778667,10.6949667,peak on oct 17 at 16th mag,,SN Ia a week before max (Oct 07) at z=0.0151 (from host),,,,,CGCG 424-007,0.01489,0.027,15.1,-,,,,,,,,,,,99.0,292,ZTF,,,,Elliptical,2023-10-04 4:04:22,2023-10-08,SCAT,,,,,
2023vch,18.8267,0.035164,g-ZTF,FINISHED,spec ia,NO,59,78.6529542,-23.8072583,peak on oct 16,,SN Ia 5 days after max (Oct 21) at z=0.0351 (from host),,,,,WISEA J051436.47-234826.2,0.035164,0.061,17.24,-,,,,,,,,,,,99.0,281,ZTF,,,,Elliptical ,2023-10-15 10:33:46,2023-10-17,ZTF,,,,,
2023yzu,17.95,0.044414,w-P1,FINISHED,spec ia,NO,60,80.9978458,-20.0925417,,,SN Ia at Max (Dec 10) at z=0.0375 (from SN),,,,,ESO 553- G 041,0.044414,0.717,15.17,-,,,,,,,,,,,99.0,229,Pan-STARRS,,,,Spiral?,2023-12-06 10:39:30,2023-12-10,SCAT,,,,,
2023ytn,18.44,0.031362,L-GOTO,FINISHED,spec ia,NO,38,131.179725,-5.4711444,-10days? on dec 8,,SN Ia a few days before max (Dec 10) at z=0.03164 (from host),,,,,WISEA J084443.77-052828.5,0.031362,0.27,16.45,-,,,,,,,,,,,99.0,233,GOTO,,,,Spiral ,2023-12-02 3:23:23,2023-12-10,ePESSTO+	,,,,,
2023zbo,19.17,0.018339,w-P1,FINISHED,spec ia,NO,4,25.6052172,-16.2985469,,,Poor quality data (has been classified as Ia in TNS),,,,,IC 0149,0.018339,0.114,14.24,-,,,,,,,,,,,99.0,228,Pan-STARRS,,,,Spiral,2023-12-07 6:54:05,2023-12-10,ePESSTO+	,,,,,
2023zjm,18.21,0.036529,g-ZTF,FINISHED,spec ia,NO,47,80.6251833,5.5708861,-6 days,,Poor-quality data (has been classified as Ia in TNS),,,,,WISEA J052229.92+053416.2,0.036529,0.031,10.7,K,,,,,,,,,,,99.0,225,ZTF,,,,Elliptical,2023-12-10 7:49:26,2023-12-13,,,,,,
2023zzi,17.96,0.033123,r-ZTF,FINISHED,spec ia,NO,57,43.6966,15.5900917,-7 days on dec 19,,,,,,,CGCG 440-033,0.033123,0.039,15.7,-,,,,,,,,,,,99.0,221,ZTF,,,,Elliptical,2023-12-14 2:58:34,2023-12-16,SCAT,,,,,
2023aait,18.809,0.048,orange-ATLAS,FINISHED,spec ia,NO,4,147.3537125,-13.9547472,,,SN Ia one month after max (Feb 14) at z=0.056 (from host),,,,,-,-,-,-,-,,,,,,,,,,,99.0,219,ATLAS,,,,Spiral,2023-12-16 6:18:04,2023-12-22,ePESSTO+	,,,,,
2023acgf,20.47,0.012962,w-P1,FINISHED,spec ia,NO,54,56.5946524,-3.9655444,,,Removed from queue,,,,,NGC 1453,0.012962,1.157,12.77,-,,,,,,,,,,,99.0,204,Pan-STARRS,,,,Elliptical,2023-12-31 6:35:02,2024-01-03,ZTF,,,,,
2024any,17.591,0.0082,orange-ATLAS,FINISHED,spec ia,NO,41,47.2409792,-2.9460889,-5 days on jan 26,,Queued,,,,,NGC 1222,0.008079,0.606,13.62,-,,,,,,,,,,,99.0,99,ATLAS,,,,Elliptical,2024-01-19 8:30:29,2024-01-27,,,,,,
2024axd,18.578,0.047,orange-ATLAS,FINISHED,spec ia,NO,,75.0508625,-11.3478667,-5 days on feb 2,,SN Ia at Max (Feb 03) at z=0.046 (from SN),,,,YES,-,-,-,-,-,,,,,,,,,,,99.0,99,ATLAS,,,,Elliptical? hard to tell,2024-01-27 9:29:16,,ZTF,,,,,
2024bhi,20.21,0.071093,r-ZTF,FINISHED,spec ia,NO,,120.43015,-13.4450778,-7 days on feb 2,,SN Ia 10 days before max (Feb 03) at z=0.078 (from host),,,,,*WISEA J080143.34-132636.8,0.071093,0.095,-,-,,,,,,,,,,,99.0,99,ZTF,,,,Elliptical ,2024-01-30 6:01:26,,no data,,,,,
2024bks,,0.019807,,FINISHED,spec ia,NO,,196.8401333,-27.3753389,-2 days on feb 8,,SN Ia 3 days before max (Feb 10) at z 0.018 (from SN),,,,,,,,,,,,,,,,,,,,99.0,99,,,,,,,,,,,,,
2024ctl,,0.052172,,FINISHED,phot ia,NO,,154.6610042,-18.0996139,-7 days on feb 17,,SN Ia at Max (Feb 28) at z=0.049 (from SN),,,,,,,,,,,,,,,,,,,,99.0,99,,,,,,,,,,,,,
2024fbo,,0.011501,,FINISHED,spec ia,NO,,196.5555,-30.1612361,young on april 2,,SN Ia a week before max (Apr 06) z=0.01173 (from host),,,,,,,,,,,,,,,,,,,,99.0,99,,,,,,,,,,,,,
2024gbt,,0.02,,FINISHED,spec ia,NO,,189.4983292,-27.4345417,-9 days on apr 11,,SN Ia 5 days before max (Apr 17) z=0.025 (from SN),,,,,,,,,,,,,,,,,,,,99.0,99,,,,,,,,,,,,,
2024gda,,0.054253,,FINISHED,spec ia,NO,,161.7189792,11.8363806,-4 days on apr 11,,SN Ia 3 days after max (Apr 22) Low S/N spectrum,,,,,,,,,,,,,,,,,,,,99.0,99,,,,,,,,,,,,,
2024gra,,0.019133,,FINISHED,spec ia,NO,,178.9173167,-12.0226944,-4 days on apr 23,,"SN Ia 20 days after max (May 15), z = 0.019 (from host)",,,,,,,,,,,,,,,,,,,,99.0,99,,,,,,,,,,,,,
2024muv,,0.00465,,YES,spec ia,NO,,192.2602167,-8.6642194,12th magnitude,,SN Ia 12 days before Max (June 28) at z=0.005 (from host),"Yes, 3 spectra so far",,,,,,,,,,,,,,,,,,,99.0,99,,,,,,,,,,,,,
2024mvd,,0.04277,,YES,spec ia,NO,,217.3888375,-9.5612611,17th mag. peak july 4,,SN Ia at Max (July 04) z=0.043 (from host),,,,,,,,,,,,,,,,,,,,99.0,99,,,,,,,,,,,,,
2024mzx,,0.06748,,YES,spec ia,NO,,163.5521125,-6.2092,"rising, 18thmag, peak july 7",,SN Ia at 2 days before max (July 05) z=0.06748 (from host),,,,,,,,,,,,,,,,,,,,99.0,99,,,,,,,,,,,,,
2024nug,,0.038877,,YES,spec ia,NO,,297.9666917,-30.5791139,peak july 14,,SN Ia at -3 days (Jul 10) at z=0.03 (from SN),,,,,,,,,,,,,,,,,,,,99.0,99,,,,,,,,,,,,,
2024phe,,0.04,,YES,spec ia,NO,,39.6782292,14.7027944,,,Queued,,,,,,,,,,,,,,,,,,,,99.0,99,,,,,,,,,,,,,
2024pfr,,0.03,,YES,spec ia,NO,,297.6260542,8.3384167,-4 days on jul 13,,Low SNR,,,,,,,,,,,,,,,,,,,,99.0,99,,,,,,,,,,,,,
